timestamp,platform,user_id,first_name,last_name,birth_date,action,ip_address,status
2025-08-06 12:06:14,OFPPT Langues,user4,gAAAAABokzcmcMsMG3oWZMjRwdznDqxcKT9qgXYDHwa3oyakERRMPVjYTZCiyfUZyq0_iDnYE4MMTbZ1kB7ZeoU4mz8STd1ShA==,gAAAAABokzcm5T3nzk0T2Mpzo8lTl0kf_NJ5HIqJWv3NTfAZqQ1WgA6YMgjsC5lVetrTL5ldzNDPtI-mA3MDif7Vy9ojyH05ww==,gAAAAABokzcm4Yw0g3nI9PfKqDmuIEohFNgNIl7fD1EUZ9L4zWhBKxQ9mQ--iIRau20kZRFa_QPlhuMdqDjzC3SGXJ3LDr-0tw==,access_resource,192.168.1.153,failure
2025-08-06 12:06:14,OFPPT Langues,user16,gAAAAABokzcm0GSoOaaxxkO5sHN-0G7A_bjgASSzXtliMrcSEm2xKkJaOuxh9na41kQZwd8LREs2bqe_Ws3_CvTyFlcEUAnG7w==,gAAAAABokzcmKldURZRkALzUrPUJxCNmeSyP3KuiFMlrlK2l99hrlwrYu3e69Do92xYnzET_rvlM5AwcB5QdstYHcDU7_vNbfw==,gAAAAABokzcmXKi6nkgN0XHet5FMJpLUHi2nfaviaFI3Ewn2_ocT4mWuIQJbjkvql1h5oLV7SWksmDjREjHRyKbl7IzRMe0JnA==,logout,192.168.1.96,success
2025-08-06 12:06:14,OFPPT Langues,user62,gAAAAABokzcmeY8OTTeEXZIt7P8SkF2VZRmQ2cB3MaqnSPgm2tScSYd1I7zdSK8DZCmpmFxWuN90Tdjyp2E4ps8_rkDz9iSjfw==,gAAAAABokzcm3aKB27r-ZmfbYdfn7FAQGadaeeXz7cOxvaXD3zQc2F-YSuerA86gK96y7Oq1V9t2pfG5ZcoPpYnE0aUD5W19XQ==,gAAAAABokzcmgpSCKONdNgpjVBrV09ANG9kZ-RZY76OWIdC2YGJuYO6TcXs7iRSL6PGkim3i398p_t-dKlUgN_BMZdWVmHGFxA==,access_resource,192.168.1.27,success
2025-08-06 12:06:14,OFPPT Academy,user5,gAAAAABokzcmkLRHOCGvCCHcgBmozCiO6NIdx0iG8NcmyOrGpxlHV25vGi3BWNVIYlsQ7HNOYjfxsQZiJEfBtWxk5NJwoBkLVw==,gAAAAABokzcmrrmoRvaL_tAhQ_OMze3EMqdDXsQpD-M6elnII5U38Xye09-ihhF3grrivTMYhVys6vMwddT9KfDkurXsB_w5gQ==,gAAAAABokzcmfJLpmOrKgkmcsI14RF4doOXbBZyLRJp4gikjshxSO7zYiqqSPwhJfBqKV4o_ict9aySHqlHqm7JIAnE7p1uHwA==,login,192.168.1.50,failure
2025-08-06 12:06:14,OFPPT Langues,user64,gAAAAABokzcm76V9t4bTrvrLl8SJamFJ6tJI-L2og2M_n_t-2Qnqom8R3I3NuMNPe_JwJsxndN6ypiJfCkUOoyEENWmofEdkkQ==,gAAAAABokzcm4kGIb_7A_zd84uS8y1XViCeEnLEfrN7NGDh0sH0o-BU3F5Hl8ytRIWEyYJh3juAkYySy_up3-CXFQookqJMAFw==,gAAAAABokzcmx0p7ILAskbARgg902nKPXt3B74UytyteEG67btzW11VLZP-CS4NgtISk90jRyTqTw-oArNU4y3HSV_eMw2RyRQ==,login,192.168.1.2,success
2025-08-06 12:06:14,OFPPT Langues,user38,gAAAAABokzcmsdFNJ7uMqEYreEWt_m-a1OyjIgzRO7K011eBcMo6xDso52ogyVC_m4V1MD5TlUVCBPil7ui-wLLkPYCcOhU7BQ==,gAAAAABokzcmSNMWCa2YRMwAZwdY1o6nm5IucQEnjY3SoyvvxRIRrllZ4_ptOdgTFpNoSi4JmfBZKufgmpspcjWHHfASfjpJ5A==,gAAAAABokzcmeO9ZSjyLqUYfZ7BywkEpptfLpgKLwp9pyIBIzqk_fTcB-HuVjAF7AsMukRM1Vo2MOoTQQvcp2-vSH9MBFqE8Ug==,logout,192.168.1.51,failure
2025-08-06 12:06:14,OFPPT Langues,user28,gAAAAABokzcmylhKuReaVSxH4BpAUOTSgviOgaMgJHwNBoqYVPgfwprkIIZ3PiXW3Rpb6cdZ_s8Kd76Bm35vM-XyH7WyCuhA-Q==,gAAAAABokzcmpasHOZqnzSYCFjx_o35j8lM_gxQJtspSatejMeXwx5paP9-OS-PVPdP0hCHRdhOGTggNIsbAQgffcBc8pRHN5A==,gAAAAABokzcmk4Y0tgSWhDF99Z8emLzp9bBpe4d5f3_wrCbnefLMf3YS16NJ7uy30vH-PZ3LFYmzE6dTQV_yOudTc7Xq0eZQ5A==,login,192.168.1.28,failure
2025-08-06 12:06:14,Electude,user2,gAAAAABokzcmt-qwNnBzdNmW4X4KPCyzueBTqPohS3TQXBLwHHie1SG7-7vGA-a45fATiAj3UiZYRVhcURFMNJkY0KqSvaR0UQ==,gAAAAABokzcmDkvgzZ2mjFt0ITIswxmLMAp3bEjhUuUbq0EX28xYJIKEoYbI-gsCgzcGao0bsPJlWQTyVG9hjrgFzwpFCCLxHg==,gAAAAABokzcmgEUcBik7_kkNzaYz8JZrAS1HVPVPgbkqvVDwZW8kwxfvetARj7TJUV_E644bsCvBfKlQ3mgA17Dat0LHnL1TPA==,logout,192.168.1.200,failure
2025-08-06 12:06:14,ScholarVox,user22,gAAAAABokzcm1IOe0OFriaLSe9TDGl4WhEwFvsVHQ-dQYuYsINRIDepb6NDlwgMaHFoYdTwc9hnuB4ejznOpa7Utc2nZA1WuIA==,gAAAAABokzcmN52hUFP5sjicW5cZdq54D-SiCbHf0Xm3fMfiyX6oCyr7dsYSkD3Xi7PWmpzY4RWY34AoVoV5_QR75gfcg2DRuQ==,gAAAAABokzcmFkh0y5q1KFeJ2AxbHLw-Vmg3HVjF5Mu9jG2RppXjQWUsyNfuC1ArLQ5GHK7wL6JpENuiG8_1NRVPK7BuxMKRew==,access_resource,192.168.1.227,success
2025-08-06 12:06:14,OFPPT Langues,user85,gAAAAABokzcmlZk6yyrIO193Tp3UDq2JsU-ObmubvgnG6JEZpCWYm9yZSjr_qeQajIgyL7kRJmPw5LkkxfD0C-yeVaX3rriXhA==,gAAAAABokzcmSBQ2_leJDZPSaA0AKcRTU1r5YsElKCq0bj6alZI1u9U-LlRgtT0LRYDd39zKJlo6yC-4fjOpJ3Wiaq5Hp-fW6g==,gAAAAABokzcmqbVl6YGI5jf4CaL7eTcQjFi1GfFIIOb4i3EM5IgKoeTFAY-7w0TEzYrl_ocVOiWbNlH5jgPbg-inaOa08X_u7Q==,access_resource,192.168.1.249,failure
2025-08-06 12:06:14,ScholarVox,user31,gAAAAABokzcm9nN2cI-EoShswlrszs6ugTNaGVsABwPsSLIn9EnSBgiOMpkaibMaGPkYZflWyaScOkgTkFj01qSLAFsAn9oC2Q==,gAAAAABokzcmG2J32I5XZsZK-Li2DWlr-_uWPB3_i6TLL0sp4g1UoLYWg44uxfz5RhophDi3uuJ8GM-oei7NmtjMrTYSEkyplw==,gAAAAABokzcmZ7OQqxhnc22puoWGswMcrHDr8vcOTnpCQuZw3hDKqTj7yGFdv3k_H_MnoIg0m_59TrAABz-XatX3JnlcTsrXZg==,logout,192.168.1.184,success
2025-08-06 12:06:14,OFPPT Academy,user53,gAAAAABokzcmvcA2larrWIYBoEM6jMjHgPTWm295V4hBeMncXyXxu4Ox4KcnFd0Vuy216fWhZ9zUHxfvr-R9UtJ0s7dY5jy-Qg==,gAAAAABokzcm-o39634Bx6LzIRHES_mOKdW4bXUzQOcOmPXhH7al6IBJxNyTkVpDXPoF-RJGH3EBe-cGRVJdhytCkcppQsuy_Q==,gAAAAABokzcmypRbg5n_BU62VtqsxVC3UOzeFOGI6lPZNGmoN6OXRRHMmpijWbTYeTzQcK25PfY363yNIDFbnlusYRHDWIvE2Q==,logout,192.168.1.199,failure
2025-08-06 12:06:14,OFPPT Academy,user13,gAAAAABokzcmXq82NLZHxHgo8L7YOV0YCNn3Qrs1FHJ9Kmsu4PGcDXefghehnbkiC8yL2TE5NKqjpkzjdNsB5NA5ayK8UP6Zfg==,gAAAAABokzcmsX--UU-FpNEfGw8YLMKNhij6OSQJpJYLZNbOhPQQhYTxgwxk1y2u7IgMxOVKwcti_uENzvVmBhzq8P10nf0IFA==,gAAAAABokzcmkcC1AhvffHA-KHrI21V06M-ZWYyiU8_BuK1OKPmtPrDkWLeGm0mJLanv_Mb6EQyTQu5qIIw5YooBYeA6s_TCCA==,logout,192.168.1.216,failure
2025-08-06 12:06:14,ScholarVox,user19,gAAAAABokzcm07VGmxy8MOhvDfiUKx8AG1uQr7NW92ZhKD55nsDf8pl1nxhCNdsGS3hWuzv6wcDfLeo2S022sO1CbC5HhwkrIg==,gAAAAABokzcmIGWjv4WSHnZ2VuJjt3Cnsp-_1kN_Q7WvMy36o4jKTOhB1qAKL6qFIWcIvvtO5HWlBbzo4HmH7yGGACDi5C5w6A==,gAAAAABokzcmw8ya8o92jJjjjVFUxDGCB3HB73RfbYOP9X3WGVom-V3ydhn4Rf8yqSRRVP6Y9Ltlo_N87Saz6VQemj9JqShpyw==,login,192.168.1.144,failure
2025-08-06 12:06:14,OFPPT Langues,user63,gAAAAABokzcmQXu565uaNTsc2cKKICwXqPEM4m7LYym-azRrOf85P84wh_YYsvbEwd1TSrQvlB-aMNEnDjphe5i8x2NnwNU2aA==,gAAAAABokzcmGVEaiaVrAuOrM2uyMfkFimW0HjVeL5JCTlrmGmP9cxvCW9jqEaEXiLg_mqRYA39wlW3c38VmZMpUkkU6fqZKTA==,gAAAAABokzcm9jPP4AmSXuBBpTz94q1sHe_ixwPzSG78bhjAO041-K8yTDBGUrjNN7cV81_6Hz0qH1p8Zl9qTL6QL3ymy3k4xw==,logout,192.168.1.106,success
2025-08-06 12:06:14,ScholarVox,user68,gAAAAABokzcmOBwRoHLwkgQsVNKCsaWXrRdBB_64IN1UsBoMSGAAaDU3yfxHWekAw9RGYeOHD0s-K5Yz_49n1WLE-li17y91bg==,gAAAAABokzcmqMdyTL7kSgnxmG7bPCWgzai76OFoGh_0YVCoYZqjiMuXCAdI91nbvZcA5eEQ1RVEQtADEH4oBPV7NEVy3e1W_w==,gAAAAABokzcmMPEqSdBmJByFzEO9AB0MpZ7z0sQEqDmYbcxuwP-gxnlIjI8T9n7wvZ6swxAOx85ZQVjYoxbLxYw4xDIlL7-UZQ==,access_resource,192.168.1.81,success
2025-08-06 12:06:14,OFPPT Langues,user91,gAAAAABokzcm8esKjBMKWYTFI0z2x5OE0wNZmXLNff0NOQ7TRk2Gu8pUgiQnxa5zk8-UqjtctaohAT1KRmZGIqdm7cmG3eag8g==,gAAAAABokzcm2MgupZN1m6YCg348ARQqdU5RQw5L4ZkmayygavlSyTuzW0iBoWDRVHlfxBJ32khru2KRVAML04P9-doCZs55bw==,gAAAAABokzcmhfE4SS0QNawBBI6uLSl6siYj4_vMjca7X4hdZPLGW7LxlwIzxASLppboMWlQRmpgI6qwkkhfjUiV3W9CfewOmA==,logout,192.168.1.198,success
2025-08-06 12:06:14,Electude,user74,gAAAAABokzcmKdMI_pZiAYWaUJC1Bp6NpFrANx6Rzhm_CgFekkknW4-oalDyKvsRa8BdPEI8IBUE55Rh5xOrlJASrUdXDZbhug==,gAAAAABokzcmNRxxIcaHLNP0TJYjnFfRLWNnV6tmeIBbUF3hTJj159sATJpg5jEz-heM3d6nCwvF0M_MXr5LTv1VCb36ydtJMw==,gAAAAABokzcm8xw0vpuax1vqJuYmDtekQIBr0txbBaOy7VewsgQLS824I0ivTnFkkmvMom-DSalmcTQ5eZM6GGgU3sObnxGqfQ==,logout,192.168.1.83,success
2025-08-06 12:06:14,OFPPT Academy,user18,gAAAAABokzcm5FNVEvtxkYbPTvhrKTi8ox1-apN4oWvPaN1KaPgaUuiQceRcBs20ffwYVbdP_jVMUBiNOJ3cnpriUdWRL83PzA==,gAAAAABokzcmhWsdeyD2sIKbe1fGQgOU8MMjCl-o4JZVbUfVUpUrA67QRijqMbNJaGwZ-g-_ZR6VYG-WgDujDcmRbxKEqwuTyA==,gAAAAABokzcmsZC5cd5YMpjFmHdCkQKiADkcMPOW8vripPswrUhhsGRdpNTwHlynYLc5kgNYRdjQuPTp7zAgmn1iVL2OkWLGCA==,access_resource,192.168.1.139,success
2025-08-06 12:06:14,Electude,user36,gAAAAABokzcm5QD-y55zUr4mK9NbZ-Ys0zVmgs2MarOcRofqrE1ZLWZKzb14_xIKeIYoXJS1Vjlts0YBLyVtcitIYeawJZ95JA==,gAAAAABokzcmMOptK8UxMulDW1PdcayxlIxJFyWJpx9rgT9YeY4qjqyjAyvRJtFH0H3-MCzYH5FOf8yfhuYf7N7kyXwz39sN6w==,gAAAAABokzcmN5xnGhMCJost88crMcREyS6YwI7pwwXkNiX9WgCfbESh6xMWF2LoSrjyQnMNMJUMdCtP_Zdl-dtFRbEetSsakg==,login,192.168.1.156,success
2025-08-06 12:06:14,OFPPT Langues,user87,gAAAAABokzcm6_Ew2xXRr-i9vmh1iM7Mlp73Mxy7MrGeUXolfCsUpXeBqsN_q6BM1mPevYbHcD9nfi8Js2pt6J9hIvb98oBliQ==,gAAAAABokzcmjcV6WYllNh6plL_pbfJ1qU6YlNtZL_IPBi55EgIy4m8YdEEf41cdpiACSPkB42GVGL0kYq6Syy9SBHoGIpSs1w==,gAAAAABokzcmjIZye0X27v4bvCcap2gWPYlyVYO8Djdkweib58LhlCl_kqWYnP0OjxUxpzQsiyvd1A2jHUdqh3YSCWQJF8sIjQ==,access_resource,192.168.1.15,failure
2025-08-06 12:06:14,Electude,user76,gAAAAABokzcm4YpVXOJGIasP9ooLzXaCmLmoHLicwpjyZK346HvoFTb0m45SYuhoIyCrY8S1laRFTjuwmQYKbZI-6bkCxCtYfw==,gAAAAABokzcmKvlRabIEYkIXI8WXjIcxa_L5L79iowx2dR2Mi8-qRPju3uBrU4FRDNsgetuA0ry1KChfXT7QZ5RTJGxw_TaK2Q==,gAAAAABokzcmAv2tevtoTUkdUWjjFSL02IEXI40Hg6KcH3RvhkzkNBu1TiAFL2icAGTFAVth9O8g91EJAYAPjKJ3H-tVzRkOrg==,access_resource,192.168.1.122,success
2025-08-06 12:06:14,OFPPT Academy,user10,gAAAAABokzcm42Fll2KkR5VqJ_RPNfyaH3cSj13n4iSc6uR47lY1WJC2r28rfF2xi6ScARziGi4DhwwtSoVc-p4ywkZuATsWng==,gAAAAABokzcm4FvRlU4e8Cx4UezDYDZ6XLTkS0SLRbMxX-dBAUa3KQoz220Tlx_P9SJtUKXQAKzs6UruZArARfLl-O76_cz0hg==,gAAAAABokzcm50Xvowpx6uBR4EtPSUwVmsMsTuKuxyFE67qkp5SSL3S1GAhiry-Jgm1dOH8xA-LeHUlNtxIHwJACbItgHT8KlQ==,logout,192.168.1.89,success
2025-08-06 12:06:14,ScholarVox,user11,gAAAAABokzcmVRh65zOvTwcwJ0Ma4B_sO8xZqmUWHi6cVPJ-drJ6tm2PljGI2D9YPqzZIsI4iMTvLlLFr7EfvCZdnsuVQa3L9g==,gAAAAABokzcmrL4mcranixcqI-cuoGK0Jkz1KMLYL3F21F2_58RwGHt6YX41QZYHvnlzRQ6zOVofajPcikV-5NwpxxFstfyO5A==,gAAAAABokzcmfxgXaF3fPDpDFraLNDVE2Jyd3CTBUMV_gyt3P2RrDaQdGjnsbmMI6MvyqM6lMvtz5FVGoTiIe-xqRVYKaDeAKA==,access_resource,192.168.1.245,success
2025-08-06 12:06:14,OFPPT Academy,user4,gAAAAABokzcmcMsMG3oWZMjRwdznDqxcKT9qgXYDHwa3oyakERRMPVjYTZCiyfUZyq0_iDnYE4MMTbZ1kB7ZeoU4mz8STd1ShA==,gAAAAABokzcm5T3nzk0T2Mpzo8lTl0kf_NJ5HIqJWv3NTfAZqQ1WgA6YMgjsC5lVetrTL5ldzNDPtI-mA3MDif7Vy9ojyH05ww==,gAAAAABokzcm4Yw0g3nI9PfKqDmuIEohFNgNIl7fD1EUZ9L4zWhBKxQ9mQ--iIRau20kZRFa_QPlhuMdqDjzC3SGXJ3LDr-0tw==,access_resource,192.168.1.26,success
2025-08-06 12:06:14,OFPPT Langues,user86,gAAAAABokzcmKHUFtHpu-3i1Afu6OkLZJcM14ziR4BQZ1rkpkdIm9-LO-CgNRjoUa5rpuywMEI0AmfulF9hmb4nDdV_mi0nSPg==,gAAAAABokzcmzQ1LQYr25hXcMqnroTKLybPgmZPJuAqfNFB_RypWnF5M6nJLiIvmZTDaORskxPdcS2qw2WZyVib0EaqTMjgCrQ==,gAAAAABokzcmK7S9rUqkBOZACBoHE19aGjX31yYhFJVsLxQ-abg5wQqbthu717tOF4rYUEk9z64p8NjQY_Nlq2nJhnlYBiHpXw==,access_resource,192.168.1.188,success
2025-08-06 12:06:14,Electude,user24,gAAAAABokzcmnYH8S1IRD7ynFcWIwgDGe8881yhy_VFb0zXSiOIUaJmJAP7fRxHnv12fDErI9p6RXvwHMlNWIyc1pPYBIxS7Fw==,gAAAAABokzcm-QTh6cAE_zxX-spCg4ei_Iuqmp5Z79lfUmtwhUW4n1-OnrMzPF_5mFn4A0TFrKMrE459kNYkMGppM3WBQATgsA==,gAAAAABokzcmLO0Ah8sfDDpSF2ZU7Wx8IyEXl8LshGFe75N63_cse5WxhHPe69-nrT_fOfLeGFQ0fjsWADOQumewAkrpQnUlaQ==,login,192.168.1.18,failure
2025-08-06 12:06:14,OFPPT Academy,user87,gAAAAABokzcm6_Ew2xXRr-i9vmh1iM7Mlp73Mxy7MrGeUXolfCsUpXeBqsN_q6BM1mPevYbHcD9nfi8Js2pt6J9hIvb98oBliQ==,gAAAAABokzcmjcV6WYllNh6plL_pbfJ1qU6YlNtZL_IPBi55EgIy4m8YdEEf41cdpiACSPkB42GVGL0kYq6Syy9SBHoGIpSs1w==,gAAAAABokzcmjIZye0X27v4bvCcap2gWPYlyVYO8Djdkweib58LhlCl_kqWYnP0OjxUxpzQsiyvd1A2jHUdqh3YSCWQJF8sIjQ==,access_resource,192.168.1.125,success
2025-08-06 12:06:14,ScholarVox,user3,gAAAAABokzcmqZjRSjmndgEY5MtXBVa6s5W4l8lCFZKDWn-PoZEV9uJmaDmP7tr5ZjNlXBaJSufyY5LPhJJOLD-xpmrw49ve4g==,gAAAAABokzcmqZqj-66ol5cqzMxMryvwGfEfXaKxnJV_IPxtpqPb8AWSfC7U-oInwhggZSWEISph3LkWtfBJPP5pckvzxAGYgg==,gAAAAABokzcm4BmXGk1Ysm_sobLckl0aSUBiJmn3pmXCe-iihXPEm4oZsKLkJIDCRLvqVa4INWYXMf-sMlqHH7Ms_cO6tsL87w==,access_resource,192.168.1.242,success
2025-08-06 12:06:14,ScholarVox,user42,gAAAAABokzcmr-tcW3kjouQn5lFCIHpKLXj6GokvVssDk0jCPQPts7tTFnAVfNKZseEHhgi2Gn2Oo9kswcvOrfwg7zE1uc9KUQ==,gAAAAABokzcmwmMwq8QsXGGb40QQPzZwiVAfAL6a-SKo1zyljItSqstNCv_hygS2-xZpoSJeMDptOrFZvKzoJ8LHoUuRkJd6HQ==,gAAAAABokzcmBEgYQ51COIPxSP8Jd0UMbSW0yQLSGsVQqcVqfOkyeoKrauAvf-qvdlQyba_6R9hA_TrqAAuZoWCq8Ge0lyiyaA==,access_resource,192.168.1.32,success
2025-08-06 12:06:14,ScholarVox,user65,gAAAAABokzcmAFfQteX7JiiI1Rdn2WQkaJIqR5l5E7_gMacxAIZEZyEXXPyQFgCAoiLohMpyYyNVx4kT_XLiXIg2nxasNx5AUQ==,gAAAAABokzcm5eGnk3J-XAnzFO3KwooEjeZn22MpV4BE1n9FYpfnVTAxpC6yqC-Wwqx7G8Bbv4b2j60M3cr5qvitRerWoauXUg==,gAAAAABokzcmueol3w90nVekZ__Z_uii6WE2_x5n-a6el9-fA_nSMMfFGZ8aXbg6cszWAbyMtGIljTqCIuSJOLAJvc4GMMjBUg==,logout,192.168.1.204,success
2025-08-06 12:06:14,ScholarVox,user74,gAAAAABokzcmKdMI_pZiAYWaUJC1Bp6NpFrANx6Rzhm_CgFekkknW4-oalDyKvsRa8BdPEI8IBUE55Rh5xOrlJASrUdXDZbhug==,gAAAAABokzcmNRxxIcaHLNP0TJYjnFfRLWNnV6tmeIBbUF3hTJj159sATJpg5jEz-heM3d6nCwvF0M_MXr5LTv1VCb36ydtJMw==,gAAAAABokzcm8xw0vpuax1vqJuYmDtekQIBr0txbBaOy7VewsgQLS824I0ivTnFkkmvMom-DSalmcTQ5eZM6GGgU3sObnxGqfQ==,access_resource,192.168.1.92,success
2025-08-06 12:06:14,ScholarVox,user87,gAAAAABokzcm6_Ew2xXRr-i9vmh1iM7Mlp73Mxy7MrGeUXolfCsUpXeBqsN_q6BM1mPevYbHcD9nfi8Js2pt6J9hIvb98oBliQ==,gAAAAABokzcmjcV6WYllNh6plL_pbfJ1qU6YlNtZL_IPBi55EgIy4m8YdEEf41cdpiACSPkB42GVGL0kYq6Syy9SBHoGIpSs1w==,gAAAAABokzcmjIZye0X27v4bvCcap2gWPYlyVYO8Djdkweib58LhlCl_kqWYnP0OjxUxpzQsiyvd1A2jHUdqh3YSCWQJF8sIjQ==,access_resource,192.168.1.16,success
